vg_image_id,topname_predicted
2403463,bed
2411584,cake
2375778,highchair
2390315,train
2405034,dog
2407000,laptop
2410223,giraffe
2402388,living room
2411851,tie
2395634,frisbee
2403985,motorcycle
2383516,cookie
2413704,bird
2398708,bidet
2403314,pizza
2389636,dog
2374066,plane
2399577,sheep
2406925,motorcycles
2393066,box
2401775,carriage
2408946,pizza
2377473,plane
2386539,pizza
2374030,computer
2413478,living room
2390078,van
2400622,zebra
2395961,frisbee
2393548,dirt
2400828,leek
2415042,truck bed
2401520,desk
2395329,juicer
2403509,phone
2398585,bowtie
2411528,vegetables
2405177,skateboarder
2411507,desk
2396888,dresser
2392197,moped
2393120,tracks
2388332,batter
2405335,leg
2412621,llama
2412982,cake
2382257,car
2404585,phone
2406449,zebra
2408498,frisbee
2402976,zebra
2408351,child
2394399,carriage
2386316,hotdog
2388666,cake
2402906,dog
2407911,hotdog
2396655,food
2407604,sandwich
2377179,cat
2398437,horse
2366546,horse
2377437,giraffe
2405647,tennis player
2413384,umbrella
2397556,horse
2401769,laptop
2377675,coffee maker
2382754,juicer
2386067,vegetables
2406584,animal
2391460,chair
2409704,desk
2393682,entertainment center
2375300,measuring cup
2364229,train
2403338,donut
2391853,benches
2411017,bench
2376002,bed
2408480,sink
2378426,suitcase
2378693,cake
2410312,toothbrush
2404440,camera
2408131,trolley
2408728,plane
2382884,truck bed
2408532,bidet
2382796,zebra
2405309,bus
2407029,giraffe
2390271,soccer player
2409331,highchair
2414532,athlete
2408430,coffee maker
2395679,giraffe
2410305,highchair
2407478,mashed potatoes
2406213,tennis player
2382805,display
2411837,kite
2399162,fruit stand
2396205,horse
2413682,stove
2399543,shoe
2371921,train
2403748,train
2392412,luggage
2409755,bunk bed
2411182,motorcycle
2402099,oven
2395962,tennis player
2375960,train
2385322,hamburger
2396092,plane
2372211,skateboarder
2411945,toilet
2409261,booth
2401966,motorcycles
2407725,zebra
2406111,truck
2387601,teddy bear
2412840,kayak
2401918,bunk bed
2393656,helicopter
2409353,toast
2397192,phone booth
2405455,sandwich
2365737,clock tower
2403806,pizza
2385914,frisbee
2399015,bird
2414757,benches
2412975,highchair
2407710,ottoman
2381798,skater
2414314,zebra
2364687,carriage
2412768,cow
2411555,tennis player
2406683,giraffe
2376449,skateboard
2413394,plane
2414295,horse
2403859,pizza
2386078,pizza
2406137,lemon
2364617,living room
2415094,cake
2411940,mitten
2391383,china
2396016,truck
2412518,teddy bear
2389202,motorcycle
2364811,dog
2414471,dog
2389240,bench
2376786,broccoli
2386750,pizza
2402751,couple
2401099,tennis player
2376914,bed
2408464,plane
2407653,skier
2399902,wine
2409454,cat
2384041,lamppost
2372249,firetruck
2414765,living room
2410370,umpire
2414619,entertainment center
2397152,vase
2388699,giraffe
2412204,tablecloth
2388389,pizza
2410528,giraffe
2413635,suit
2364291,hut
2412620,sandwich
2406962,cake
2405641,boat
2413509,surfboard
2414077,zebra
2400574,living room
2383959,laptop
2404649,oven
2408851,banana
2377508,benches
2393922,tennis player
2409141,cabinet
2407606,people
2402312,mashed potatoes
2409830,horse
2409900,giraffe
2364363,train
2411936,giraffe
2384443,phone
2411303,storefront
2407157,couple
2392633,skier
2394141,zebra
2401443,highchair
2400848,hat
2391839,phone booth
2413749,pizza
2390461,bridge
2410599,phone booth
2399134,goalie
2402181,giraffe
2391463,entertainment center
2408652,hotdog
2400108,lamppost
2387035,swan
2410482,bike
2364663,train
2411955,hotdogs
2390254,kite
2410627,tennis player
2407795,sandwich
2413622,cereal
2409558,highchair
2388208,bed
2408738,plane
2412449,pizza
2398441,vegetables
2380962,umpire
2375259,entertainment center
2411768,cupcakes
2400531,skateboarder
2413841,motorcycle
2414759,laptop
2402396,pizza
2412199,cupcakes
2402244,plane
2397454,laptop
2411268,fruit stand
2400817,sheep
2411571,motorcycles
2386117,plane
2405055,child
2376266,pancakes
2400599,trailer
2409994,laptop
2374865,glider
2380479,umpire
2414858,elephant
2409443,bed
2409066,bed
2409828,horse
2414106,couple
2399191,motorcycles
2364825,bus
2395305,suv
2387015,computer
2398693,plane
2414802,horse
2376521,motorcycles
2374916,zebra
2384567,dog
2404936,horse
2403080,curtains
2406842,beer
2399857,frisbee
2412669,table
2410816,poncho
2396691,fork
2404223,traffic light
2410338,sink
2376214,motorcycles
2388400,salmon
2404188,tracks
2410043,oven
2376206,bench
2394647,toothbrush
2390934,train
2395503,umpire
2397189,laptop
2405522,bed
2403504,highchair
2401956,plane
2376336,zebra
2383240,baseball player
2390456,plane
2405436,desk
2388434,food
2413475,frisbee
2376828,bunk bed
2366074,tennis player
2391567,bed
2376092,tarmac
2399797,hat
2408327,curtains
2408450,train
2400959,basketball player
2409651,bunk bed
2411072,frisbee
2412447,helicopter
2413578,bus
2397513,cabinet
2397865,train
2388113,tennis player
2393433,cow
2407133,soup
2393021,cat
2404423,child
2414740,glasses
2399566,desk
2414207,sink
2406628,wine
2394350,zebra
2407535,motorcycles
2402381,traffic light
2414086,pizza
2409973,bacon
2405607,baseball player
2396492,child
2387156,tie
2386509,hotdog
2414385,plane
2413756,horse
2405664,bed
2404005,living room
2396853,vegetables
2405611,pancake
2413108,cow
2401435,skateboard
2409513,tennis player
2376343,vest
2365433,snowboarder
2409253,horse
2390708,plane
2414403,sheep
2412335,cat
2414778,giraffe
2386160,horse
2414910,bus
2396357,salad
2402316,giraffe
2395214,giraffe
2413574,storefront
2382417,horse
2376090,train
2394506,entertainment center
2413801,microwave
2390588,dog
2365020,pizza
2404611,bed
2397221,cow
2386068,zebra
2378767,sink
2413388,umbrella
2404683,tennis player
2383096,dog
2409960,awning
2411630,cat
2395670,animal
2396001,tie
2413266,horse
2376751,sheep
2409533,train
2377232,hat
2410577,sandwich
2403330,kayak
2390119,pizza
2376027,pizza
2408949,eye mask
2409200,juicer
2410763,vase
2391659,curtains
2404404,hotdog
2411056,box
2412969,futon
2388588,boat
2400616,train
2405430,fork
2394852,cake
2399355,child
2398752,bed
2380460,plane
2389165,fork
2365510,bridge
2366422,frisbee
2404977,wardrobe
2384091,mountain
2397075,turkey
2403251,sofa
2402126,toilet
2408184,elephant
2383466,grill
2400037,sidecar
2410249,plane
2375629,tennis player
2409460,sandwich
2403784,hotdog
2399223,van
2400930,horse
2388225,tie
2408953,living room
2366374,skateboarder
2377610,suitcase
2411179,plane
2375318,pizza
2365831,train
2411470,carriage
2398070,cup
2405018,zebra
2414318,giraffe
2404644,train
2403149,mouse
2407302,measuring cup
2399936,desk
2378612,tennis player
2393144,bench
2412349,bench
2408097,cupcakes
2408385,sheep
2382408,chair
2409614,luggage
2410453,umpire
2387973,sandwich
2410842,truck
2391157,laptop
2374629,dock
2406077,plane
2375166,giraffe
2396933,traffic light
2392456,sailboat
2404428,pizza
2389030,desk
2392652,horse
2386037,frisbee
2410483,child
2386056,laptop
2398209,tennis player
2401176,bike
2413669,plane
2408907,bird
2377723,cookie jar
2412227,giraffe
2392189,shirt
2408168,zebra
2405536,umpire
2376522,cake
2410122,furniture
2414061,cat
2414920,sign
2386209,baseball player
2399361,entertainment center
2411746,toast
2406136,bottle
2384223,horse
2382169,plane
2397989,bunk bed
2410138,carriage
2411567,entertainment center
2403516,teddy bear
2414070,motorcycle
2390366,futon
2387638,bench
2403077,giraffe
2411137,plane
2410156,truck
2377061,horse
2394326,bar
2372450,giraffe
2403725,pizza
2406673,pan
2396851,giraffe
2412064,desk
2364599,chair
2365957,building
2365488,furniture
2409478,lamppost
2382506,teapot
2391936,wheelchair
2398796,pillow
2386958,teddy bear
2397176,kite
2398467,people
2410200,bunk bed
2403096,desk
2404509,sandwich
2404749,tennis player
2386264,phone
2387566,helicopter
2404330,flamingo
2414449,cow
2372503,hotdog
2405151,fork
2406492,zebra
2414498,mirror
2384666,giraffe
2405854,wine
2365775,pizza
2385077,umbrella
2387317,picture
2396686,benches
2403962,bird
2412127,cake
2413833,cutting board
2413949,giraffe
2402112,skateboard
2414087,benches
2410011,bunk bed
2397790,bagel
2396654,pizza
2413945,dog
2389698,container
2405951,train
2407825,dog
2382345,pizza
2388013,puppy
2410764,cupcakes
2390100,dresser
2408416,giraffe
2388174,sign
2405153,cookie
2391609,helmet
2399420,donut
2413482,child
2389867,bench
2409152,bird
2410513,toothbrush
2408026,boat
2381480,giraffe
2412285,picture
2384322,teddy bear
2407179,donuts
2410888,horse
2375932,kite
2369195,bird
2414657,tennis player
2384854,train
2411981,motorcycles
2409419,snowboard
2386494,giraffe
2410088,camera
2399316,horse
2364895,skater
2386102,umpire
2404418,sheep
2397056,pizza
2404486,plane
2414768,fruit
2405007,umpire
2405538,pizza
2413882,zebra
2365562,cake
2400889,camera
2403576,plane
2376682,apple
2408876,bed
2414456,soda
2413227,benches
2394687,vehicle
2390756,glider
2404178,soccer player
2410381,horse
2377204,train
2406315,furniture
2395816,soup
2399769,bus stop
2406564,motorcycles
2395363,bidet
2413428,sink
2408664,frisbee
2391370,skier
2411392,donuts
2409321,tablecloth
2407165,fruit stand
2401423,plane
2415038,motorcycles
2365279,giraffe
2414141,bridge
2377425,benches
2397742,dog
2411585,donuts
2405784,plane
2385987,boat
2404028,tablecloth
2406740,umpire
2411946,giraffe
2392117,goalie
2401746,pizza
2364208,cow
2406501,toilet
2386497,chair
2402170,burger
2391035,laptop
2364918,giraffe
2411648,bike
2408338,coffee
2411841,zebra
2388385,tennis player
2369216,umpire
2409853,giraffe
2409395,cart
2411186,baseball player
2410302,tennis player
2407851,sign
2388359,pizza
2393380,plane
2404699,desk
2409885,suit
2364730,phone booth
2406965,carriage
2412235,vase
2411771,giraffe
2408331,frisbee
2382839,toilet
2375597,salad
2406781,plane
2390437,plane
2414051,sandwich
2375938,burger
2406513,pizza
2400724,man
2405584,desk
2397343,rug
2409510,drink
2365709,couch
2377236,oven
2391598,horse
2405975,train
2413533,cake
2406577,swan
2409545,toothbrush
2408264,surfboard
2411121,pizza
2388471,peacock
2410428,coat
2412024,fruit
2402688,vase
2414835,airplane
2409807,surfer
2415044,bench
2388015,food
2408309,car
2395420,tent
2394998,carriage
2403158,taxi
2406131,bird
2395649,desk
2397172,furniture
2403911,oven
2392665,horse
2413925,skater
2364066,hotdogs
2405085,horse
2407287,hat
2364117,hotdogs
2413602,laptop
2404824,snowboard
2405483,church
2397279,bridge
2365926,highchair
2394965,umbrella
2413252,cow
2406052,cat
2388046,phone
2408676,skier
2395320,glove
2366291,suv
2383042,dog
2401644,vase
2402219,rug
2384873,elephant
2375688,flowers
2414179,platform
2372012,pizza
2392219,cutting board
2404120,laptop
2414603,horse
2378244,cow
2372501,plane
2396044,zebra
2375794,horse
2383346,horse
2399222,plane
2410046,skier
2410241,train
2391808,dog
2410801,tie
2378430,horse
2411796,bucket
2409799,sandwich
2392347,parrot
2408722,windshield
2406579,tablecloth
2393492,living room
2407383,giraffe
2377477,patio set
2407943,bed
2407212,camera
2394939,coffee maker
2414321,phone
2414507,living room
2380287,vehicle
2403751,giraffe
2382944,lamppost
2410323,umbrella
2410628,doorway
2414926,boat
2398091,skateboard
2380564,burger
2391300,parrot
2407168,chair
2412831,beard
2383464,bus stop
2404073,bunk bed
2408100,traffic light
2392870,grill
2364820,glider
2395331,cake
2413913,skateboard
2364103,tennis player
2393479,suv
2404184,kayak
2402169,desk
2387518,horse
2410285,train
2410495,pizza
2388771,wine
2408724,firetruck
2393205,coleslaw
2399150,pizza
2409561,umpire
2394670,skier
2411787,desk
2397462,desk
2375815,tie
2409420,sandwich
2411338,bird
2366511,giraffe
2364452,bench
2413106,motorcycle
2386480,people
2384365,suitcase
2370531,skateboarder
2364447,sheep
2407820,street
2412738,skateboarder
2410840,frisbee
2364442,laptop
2391438,woman
2404271,hose
2372346,pizza
2408132,baseball player
2409988,surfer
2409037,train
2364732,pizza
2406068,bowtie
2411286,donut
2390292,giraffe
2375959,ski lift
2403018,pizza
2386091,patio
2376094,highchair
2397882,tablecloth
2383403,pizza
2410972,lamppost
2375613,cat
2377483,teddy bear
2392115,frisbee
2402950,zebra
2388234,burger
2387336,parrot
2401772,tennis player
2403686,horse
2404499,tennis player
2395105,peacock
2392120,table
2402963,bench
2372587,car
2408447,horse
2384426,drink
2375479,tennis player
2383324,traffic light
2409622,display
2415228,child
2412258,duck
2377244,cow
2406854,phone
2386959,cat
2408844,zebra
2404555,couple
2397166,burger
2407807,umbrella
2404262,highchair
2406172,skateboarder
2396734,skateboarder
2414932,taxi
2401872,skier
2407282,trolley
2383996,hotdogs
2386832,car
2387904,desk
2383062,train
2409530,horse
2413661,desk
2382113,laptop
2399828,cookie jar
2408684,bunk bed
2408493,suitcase
2380250,teddy bear
2409140,motorcycles
2406804,laptop
2372615,cow
2397597,giraffe
2403731,laptop
2407409,cupcakes
2410139,cabinets
2393912,sandwich
2401218,giraffe
2404808,bunk bed
2406171,laptop
2413778,bed
2405400,bridge
2373307,coffee maker
2411328,moped
2384970,van
2407162,truck
2410579,tennis player
2413423,giraffe
2403831,wing
2407827,sandwich
2375983,bed
2389283,vegetables
2386754,desk
2396202,horse
2392433,coffee maker
2377637,van
2409285,hotdogs
2399763,couple
2399687,pie
2395568,plane
2400345,donuts
2408943,patio set
2405145,bed
2397708,couple
2410876,pancake
2366173,banana
2409684,plane
2404405,giraffe
2394130,kite
2395561,table
2404170,horse
2405459,bed
2375967,ramp
2375444,surfer
2386644,plane
2409543,tablecloth
2409668,toast
2394622,zebra
2412684,plane
2403639,dog
2413576,bunk bed
2380227,living room
2393109,trailer
2410174,propeller
2398012,snowboarder
2408911,horse
2405695,bed
2366038,highchair
2407772,burger
2383934,entertainment center
2387219,laptop
2389022,canister
2411533,stroller
2376556,frisbee
2410884,bathtub
2412096,highchair
2413436,truck
2413636,entertainment center
2402319,tennis player
2384258,umpire
2400644,parrot
2376793,train
2408834,bench
2384282,desk
2380778,frisbee
2412389,living room
2391542,giraffe
2407625,zebra
2372602,beard
2413143,dough
2376272,woman
2409990,donuts
2390798,bunk bed
2414300,pottery
2413855,plane
2396333,baseball player
2414097,cow
2388181,eagle
2403457,tennis player
2414981,salad
2402965,propeller
2407203,snowboarder
2387891,glasses
2412917,garage door
2364212,train
2395594,zebra
2377336,coffee maker
2397436,train
2406841,bird
2397262,train
2414311,woman
2383258,crust
2365864,device
2405915,cat
2364911,cabinets
2396312,firetruck
2396350,windshield
2409085,motorcycles
2374832,plane
2391454,toilet
2390836,bird
2366368,cup
2413036,soup
2410430,hair
2403093,dough
2398939,dog
2399087,purse
2404692,frisbee
2405798,jet
2386659,pizza
2400697,tie
2414896,cake
2364373,bird
2365101,horse
2390215,coat
2409009,cake
2408657,phone booth
2403923,dog
2401735,living room
2404650,phone booth
2413140,kite
2394266,pancakes
2372430,tennis player
2408569,pizza
2388819,spatula
2414474,arm
2388978,tennis player
2383768,phone
2375866,plane
2409891,puppy
2393393,horse
2414506,skateboarder
2403042,giraffe
2406708,motorcycles
2395926,beer
2389888,cake
2414168,motorcycle
2408750,bird
2412665,platform
2408991,dugout
2386657,bench
2388625,highchair
2413364,plane
2392132,cake
2383840,mitten
2408816,bed
2386498,giraffe
2382409,mustard
2411442,carriage
2382792,umbrella
2392591,camera
2413820,umpire
2400980,measuring cup
2405240,train
2396441,trailer
2372835,sheep
2403913,giraffe
2391133,tennis player
2382445,tractor
2387854,table
2387536,train
2401575,bench
2407052,snowboarder
2408925,measuring cup
2402539,helicopter
2364974,oven
2408124,train
2402459,motorcycles
2400120,toilet
2407861,train
2389634,laptop
2414170,highchair
2414982,quesadilla
2407524,kayak
2403070,motorcycle
2414565,pizza
2396707,highchair
2387919,birdbath
2403245,awning
2411669,futon
2411373,cupcakes
2415048,horse
2408804,marina
2408330,tent
2389474,windshield
2410709,soccer player
2412303,bidet
2409232,bagel
2409756,firetruck
2407526,pizza
2407989,pizza
2392127,umpire
2394540,stroller
2411103,skateboarder
2412608,zebra
2409589,zebra
2409532,plane
2374160,ambulance
2389842,plane
2395854,horse
2395295,umpire
2414978,ship
2394126,bunk bed
2412269,desk
2413553,platform
2396065,frisbee
2410677,toilet
2407426,tablecloth
2377254,player
2414151,pillow
2393713,cake
2398175,ottoman
2394556,plane
2412386,cat
2376622,plane
2387503,couch
2374975,phone
2394919,skateboarder
2410016,sandwich
2413814,bus
2408541,entertainment center
2389012,train
2383051,benches
2391004,furniture
2410548,propeller
2404996,phone booth
2391865,pizza
2387977,giraffe
2407141,giraffe
2396244,plane
2394103,hamburger
2383262,skateboarder
2412208,car
2391888,horse
2388773,sausages
2410505,table
2412410,computer
2392027,zebra
2396714,baseball player
2405897,pizza
2409602,giraffe
2415149,hamburger
2408251,skateboard
2386411,frisbee
2408940,sandwich
2413094,tennis player
2407657,umpire
2381023,plane
2410672,moped
2408321,horse
2399111,plane
2407353,pie
2410286,benches
2373061,cow
2408760,tractor
2405624,dog
2413529,plane
2366392,tent
2383941,container
2408328,shirt
2414130,surfer
2382891,goalie
2408810,plane
2409706,peacock
2400147,plane
2409945,scooter
2372377,train
2386329,couple
2396612,laptop
2404659,teapot
2410056,tennis player
2377724,cat
2400414,sheep
2412134,futon
2397042,boat
2408408,soccer player
2412283,desk
2413518,tarmac
2410227,skateboarder
2372510,truck bed
2410848,bunk bed
2404815,bunk bed
2392653,sheep
2410974,toilet
2400749,cabinet
2401741,motorcycles
2412812,pizza
2414219,skateboard
2388908,desk
2407677,frisbee
2407026,tie
2407175,dog
2404908,plane
2391985,child
2393088,motorcycles
2403997,jeep
2412626,firetruck
2409815,trolley
2400631,train
2408767,train
2409367,giraffe
2386032,bookshelf
2396204,giraffe
2408777,umpire
2401687,pizza
2411139,bench
2396169,giraffe
2395023,plate
2400495,desk
2383180,teddy bear
2391432,kayak
2393190,hotdog
2412603,suv
2386680,plane
2412397,soccer player
2408297,display
2412997,dog
2398029,fruit stand
2364731,baseball player
2409871,bird
2366314,giraffe
2366436,bus
2390065,bull
2399775,salad
2407556,buffet
2406922,cereal
2380791,desk
2389678,cupcakes
2414707,raft
2405939,pizza
2365001,teddy bear
2409987,truck
2396496,firetruck
2408017,couch
2404298,van
2376683,benches
2392397,furniture
2382468,car
2400292,suv
2408921,umpire
2406850,zebra
2380889,truck
2394751,cabinets
2413242,burger
2398310,train
2377614,wine
2365430,oven
2376907,horse
2409913,burger
2413192,giraffe
2377607,skateboard
2407975,snowboarder
2412048,plane
2404107,sink
2405662,skateboarder
2401950,zebra
2407665,sidewalk
2376662,hotdog
2410298,fork
2412524,train
2414909,bird
2375724,carriage
2415148,sandwich
2405433,skateboarder
2408753,train
2383755,truck
2414054,yogurt
2415100,skateboarder
2391280,umpire
2414692,athlete
2386729,bunk bed
2413773,food
2393959,box
2408628,umpire
2392031,pizza
2411680,curtain
2395408,fruit stand
2393366,dog
2408683,living room
2389846,zebra
2402052,giraffe
2376108,donut
2394394,pizza
2405579,measuring cup
2409746,giraffe
2380458,picture
2408714,cow
2395473,bunk bed
2403033,train
2406429,motorcycles
2388602,camera
2405352,plane
2372411,shoe
2410205,toilet
2413673,goalie
2410052,baseball player
2407576,horse
2395120,plane
2391346,giraffe
2389989,people
2406402,salad
2388403,cake
2384984,horse
2404469,sidecar
2402502,mug
2409129,oven
2410647,hotdog
2389338,rug
2398167,tennis player
2400992,bus stop
2394854,truck
2395588,horse
2406986,skateboarder
2407386,cow
2411822,skateboard
2374770,cupcakes
2407241,truck
2411144,plane
2395135,train
2404229,zebra
2395868,table
2394403,coffee maker
2405112,desk
2401412,streetlight
2385824,food
2413458,baseball player
2399733,banana
2389754,plant
2413421,cow
2413857,horse
2394908,fork
2389765,giraffe
2402876,horse
2388838,pizza
2395301,hotdog
2404467,glove
2408962,benches
2409018,donut
2413726,umbrella
2376143,bunk bed
2403044,tennis player
2370507,measuring cup
2399287,sandwich
2397779,tie
2399679,outhouse
2373657,bridge
2374979,wine
2388489,pizza
2413497,pizza
2409674,cabinets
2401732,tarmac
2414923,steak
2413303,parachute
2376240,skateboarder
2391612,giraffe
2375527,beach
2365597,sandwich
2411751,skateboarder
2375766,benches
2400016,shoe
2409186,banana
2407253,tarmac
2414965,entertainment center
2401876,lap
2383641,futon
2402485,entertainment center
2372117,fruit
2413336,boat
2380594,kayak
2388071,yogurt
2392506,moped
2407923,computer
2384158,skateboarder
2409139,horse
2398369,curtains
2383999,bagel
2365538,pizza
2414233,pizza
2408308,desk
2364770,plane
2393928,frisbee
2401441,motorcycle
2411449,bed
2413204,desk
2392476,pizza
2403240,motorcycles
2414301,couch
2414174,cow
2397645,zebra
2407040,sandwich
2387049,cake
2377865,hotdog
2401977,bike
2402465,bird
2400615,bed
2405572,spoon
2395871,camera
2407070,ram
2400685,couch
2411495,highchair
2395396,sandwich
2393876,truck bed
2399232,cake
2395088,pizza
2408700,airport
2409101,bathtub
2375738,baseball player
2364563,couple
2376269,church
2394377,baseball player
2410614,cake
2414633,sidewalk
2404577,kite
2374784,tennis player
2407269,car
2365281,bed
2404189,soccer player
2414409,bench
2383179,train
2372304,laptop
2409397,pole
2399512,device
2389452,bird
2413984,cake
2395683,jeep
2406228,entertainment center
2411188,clock tower
2376132,tennis player
2390517,catcher
2384207,plane
2401021,tarmac
2399890,tennis player
2407071,fork
2405461,hat
2403712,motorcycles
2408927,vegetables
2387021,desk
2395128,wrapper
2411802,frisbee
2413719,desk
2393068,microwave
2394430,phone booth
2402425,motorcycles
2375058,pizza
2414939,sign
2415028,cake
2396315,horse
2380742,umpire
2413340,pizza
2409422,ski lift
2399696,laptop
2388605,moped
2414502,wine
2393244,horse
2407521,zebra
2412689,purse
2412466,measuring cup
2383792,wok
2382765,giraffe
2374655,highchair
2383243,snowboard
2377882,benches
2413781,hamburger
2406428,china
2413563,bed
2413062,keyboard
2410407,glider
2390985,cake
2387795,jeep
2409268,umpire
2401903,giraffe
2412942,truck
2399179,horse
2406250,horse
2386451,truck bed
2403518,microwave
2402521,phone
2375679,horse
2410976,mirror
2402489,giraffe
2373023,tennis player
2401620,cabinets
2404216,rug
2413244,baseball player
2411388,skier
2411194,container
2387177,sandwich
2383351,pottery
2383037,cow
2403674,laptop
2376471,laptop
2413753,skateboard
2407776,car
2375248,sandwich
2376715,tie
2413626,shoe
2414467,plane
2393766,coffee maker
2372732,wing
2386725,umpire
2412395,cat
2399643,skater
2366612,hotdogs
2411475,train
2375715,sail
2399892,cake
2407506,hat
2395615,desk
2375647,booth
2407366,parrot
2389801,desk
2410841,burger
2408369,pizza
2394073,toilet
2387703,soup
2401552,pizza
2406539,suitcase
2405839,horse
2408755,pillow
2408787,horse
2392205,ramp
2395068,snowboarder
2374723,teddy bear
2376017,pizza
2407291,zebra
2414197,truck bed
2413117,horse
2385067,pizza
2386752,bike
2392145,stroller
2394087,desk
2387909,giraffe
2393317,ambulance
2388186,phone
2393899,entertainment center
2413280,cereal
2406249,truck
2398906,turban
2406891,bunk bed
